wilayah,waktu,cuaca,kelembaban_min,kelembaban_max,kelembaban_mean,suhu_min,suhu_max,suhu_mean
Jakarta Barat,Malam,Hujan Ringan,65,95,80.0,22,31,26.5
Jakarta Barat,Pagi,Hujan Ringan,65,95,80.0,22,31,26.5
Jakarta Barat,Siang,Hujan Petir,65,95,80.0,22,31,26.5
Jakarta Pusat,Malam,Hujan Ringan,65,95,80.0,22,31,26.5
Jakarta Pusat,Pagi,Hujan Ringan,65,95,80.0,22,31,26.5
Jakarta Pusat,Siang,Hujan Petir,65,95,80.0,22,31,26.5
Jakarta Selatan,Malam,Hujan Ringan,65,95,80.0,22,31,26.5
Jakarta Selatan,Pagi,Berawan,65,95,80.0,22,31,26.5
Jakarta Selatan,Siang,Hujan Petir,65,95,80.0,22,31,26.5
Jakarta Timur,Malam,Hujan Ringan,65,95,80.0,22,31,26.5
Jakarta Timur,Pagi,Hujan Ringan,65,95,80.0,22,31,26.5
Jakarta Timur,Siang,Hujan Petir,65,95,80.0,22,31,26.5
Jakarta Utara,Malam,Hujan Ringan,65,95,80.0,22,31,26.5
Jakarta Utara,Pagi,Berawan,65,95,80.0,22,31,26.5
Jakarta Utara,Siang,Hujan Petir,65,95,80.0,22,31,26.5
Kepulauan Seribu,Malam,Hujan Ringan,65,95,80.0,22,31,26.5
Kepulauan Seribu,Pagi,Hujan Ringan,65,95,80.0,22,31,26.5
Kepulauan Seribu,Siang,Hujan Petir,65,95,80.0,22,31,26.5
Jakarta Barat,Malam,Hujan Sedang,60,95,77.5,21,34,27.5
Jakarta Barat,Pagi,Berawan,60,95,77.5,21,34,27.5
Jakarta Barat,Siang,Hujan Sedang,60,95,77.5,21,34,27.5
Jakarta Pusat,Malam,Hujan Ringan,60,95,77.5,21,34,27.5
Jakarta Pusat,Pagi,Berawan,60,95,77.5,21,34,27.5
Jakarta Pusat,Siang,Hujan Ringan,60,95,77.5,21,34,27.5
Jakarta Selatan,Malam,Hujan Ringan,60,95,77.5,21,34,27.5
Jakarta Selatan,Pagi,Berawan,60,95,77.5,21,34,27.5
Jakarta Selatan,Siang,Hujan Sedang,60,95,77.5,21,34,27.5
Jakarta Timur,Malam,Hujan Ringan,60,95,77.5,21,34,27.5
Jakarta Timur,Pagi,Berawan,60,95,77.5,21,34,27.5
Jakarta Timur,Siang,Hujan Sedang,60,95,77.5,21,34,27.5
Jakarta Utara,Malam,Hujan Ringan,60,95,77.5,21,34,27.5
Jakarta Utara,Pagi,Berawan,60,95,77.5,21,34,27.5
Jakarta Utara,Siang,Hujan Ringan,60,95,77.5,21,34,27.5
Kepulauan Seribu,Malam,Hujan Ringan,60,95,77.5,21,34,27.5
Kepulauan Seribu,Pagi,Hujan Ringan,60,95,77.5,21,34,27.5
Kepulauan Seribu,Siang,Hujan Ringan,60,95,77.5,21,34,27.5
Jakarta Barat,Malam,Berawan,60,95,77.5,22,31,26.5
Jakarta Barat,Pagi,Berawan Tebal,60,95,77.5,22,31,26.5
Jakarta Barat,Siang,Berawan,60,95,77.5,22,31,26.5
Jakarta Pusat,Malam,Berawan,60,95,77.5,22,31,26.5
Jakarta Pusat,Pagi,Berawan Tebal,60,95,77.5,22,31,26.5
Jakarta Pusat,Siang,Berawan,60,95,77.5,22,31,26.5
Jakarta Selatan,Malam,Berawan,60,95,77.5,22,31,26.5
Jakarta Selatan,Pagi,Berawan Tebal,60,95,77.5,22,31,26.5
Jakarta Selatan,Siang,Hujan Ringan,60,95,77.5,22,31,26.5
Jakarta Timur,Malam,Berawan,60,95,77.5,22,31,26.5
Jakarta Timur,Pagi,Berawan Tebal,60,95,77.5,22,31,26.5
Jakarta Timur,Siang,Hujan Ringan,60,95,77.5,22,31,26.5
Jakarta Utara,Malam,Berawan,60,95,77.5,22,31,26.5
Jakarta Utara,Pagi,Hujan Ringan,60,95,77.5,22,31,26.5
Jakarta Utara,Siang,Berawan,60,95,77.5,22,31,26.5
Kepulauan Seribu,Malam,Berawan,60,95,77.5,22,31,26.5
Kepulauan Seribu,Pagi,Hujan Ringan,60,95,77.5,22,31,26.5
Kepulauan Seribu,Siang,Berawan,60,95,77.5,22,31,26.5
Jakarta Barat,Malam,Hujan Sedang,70,95,82.5,21,33,27.0
Jakarta Barat,Pagi,Berawan,70,95,82.5,21,33,27.0
Jakarta Barat,Siang,Hujan Sedang,70,95,82.5,21,33,27.0
Jakarta Pusat,Malam,Hujan Ringan,70,95,82.5,21,33,27.0
Jakarta Pusat,Pagi,Berawan,70,95,82.5,21,33,27.0
Jakarta Pusat,Siang,Hujan Ringan,70,95,82.5,21,33,27.0
Jakarta Selatan,Malam,Hujan Ringan,70,95,82.5,21,33,27.0
Jakarta Selatan,Pagi,Berawan,70,95,82.5,21,33,27.0
Jakarta Selatan,Siang,Hujan Sedang,70,95,82.5,21,33,27.0
Jakarta Timur,Malam,Hujan Ringan,70,95,82.5,21,33,27.0
Jakarta Timur,Pagi,Berawan,70,95,82.5,21,33,27.0
Jakarta Timur,Siang,Hujan Sedang,70,95,82.5,21,33,27.0
Jakarta Utara,Malam,Hujan Ringan,70,95,82.5,21,33,27.0
Jakarta Utara,Pagi,Berawan,70,95,82.5,21,33,27.0
Jakarta Utara,Siang,Hujan Ringan,70,95,82.5,21,33,27.0
Kepulauan Seribu,Malam,Hujan Ringan,70,95,82.5,21,33,27.0
Kepulauan Seribu,Pagi,Hujan Ringan,70,95,82.5,21,33,27.0
Kepulauan Seribu,Siang,Hujan Ringan,70,95,82.5,21,33,27.0
Jakarta Barat,Malam,Hujan Sedang,75,100,87.5,22,32,27.0
Jakarta Barat,Pagi,Berawan,75,100,87.5,22,32,27.0
Jakarta Barat,Siang,Hujan Sedang,75,100,87.5,22,32,27.0
Jakarta Pusat,Malam,Hujan Ringan,75,100,87.5,22,32,27.0
Jakarta Pusat,Pagi,Berawan,75,100,87.5,22,32,27.0
Jakarta Pusat,Siang,Hujan Ringan,75,100,87.5,22,32,27.0
Jakarta Selatan,Malam,Hujan Ringan,75,100,87.5,22,32,27.0
Jakarta Selatan,Pagi,Berawan,75,100,87.5,22,32,27.0
Jakarta Selatan,Siang,Hujan Sedang,75,100,87.5,22,32,27.0
Jakarta Timur,Malam,Hujan Ringan,75,100,87.5,22,32,27.0
Jakarta Timur,Pagi,Berawan,75,100,87.5,22,32,27.0
Jakarta Timur,Siang,Hujan Sedang,75,100,87.5,22,32,27.0
Jakarta Utara,Malam,Hujan Ringan,75,100,87.5,22,32,27.0
Jakarta Utara,Pagi,Berawan,75,100,87.5,22,32,27.0
Jakarta Utara,Siang,Hujan Ringan,75,100,87.5,22,32,27.0
Kepulauan Seribu,Malam,Hujan Ringan,75,100,87.5,22,32,27.0
Kepulauan Seribu,Pagi,Hujan Ringan,75,100,87.5,22,32,27.0
Kepulauan Seribu,Siang,Hujan Ringan,75,100,87.5,22,32,27.0
Jakarta Barat,Malam,Hujan Sedang,65,97,81.0,22,32,27.0
Jakarta Barat,Pagi,Berawan,65,97,81.0,22,32,27.0
Jakarta Barat,Siang,Hujan Sedang,65,97,81.0,22,32,27.0
Jakarta Pusat,Malam,Hujan Ringan,65,97,81.0,22,32,27.0
Jakarta Pusat,Pagi,Berawan,65,97,81.0,22,32,27.0
Jakarta Pusat,Siang,Hujan Ringan,65,97,81.0,22,32,27.0
Jakarta Selatan,Malam,Hujan Ringan,65,97,81.0,22,32,27.0
Jakarta Selatan,Pagi,Berawan,65,97,81.0,22,32,27.0
Jakarta Selatan,Siang,Hujan Sedang,65,97,81.0,22,32,27.0
Jakarta Timur,Malam,Hujan Ringan,65,97,81.0,22,32,27.0
Jakarta Timur,Pagi,Berawan,65,97,81.0,22,32,27.0
Jakarta Timur,Siang,Hujan Sedang,65,97,81.0,22,32,27.0
Jakarta Utara,Malam,Hujan Ringan,65,97,81.0,22,32,27.0
Jakarta Utara,Pagi,Berawan,65,97,81.0,22,32,27.0
Jakarta Utara,Siang,Hujan Ringan,65,97,81.0,22,32,27.0
Kepulauan Seribu,Malam,Hujan Ringan,65,97,81.0,22,32,27.0
Kepulauan Seribu,Pagi,Hujan Ringan,65,97,81.0,22,32,27.0
Kepulauan Seribu,Siang,Hujan Ringan,65,97,81.0,22,32,27.0
Jakarta Barat,Dini Hari,Hujan Petir,65,95,80.0,23,33,28.0
Jakarta Barat,Malam,Hujan Petir,65,95,80.0,23,33,28.0
Jakarta Barat,Pagi,Berawan Tebal,65,95,80.0,23,33,28.0
Jakarta Barat,Siang,Hujan Lokal,65,95,80.0,23,33,28.0
Jakarta Pusat,Dini Hari,Hujan Lokal,65,95,80.0,23,33,28.0
Jakarta Pusat,Malam,Hujan Petir,65,95,80.0,23,33,28.0
Jakarta Pusat,Pagi,Berawan Tebal,65,95,80.0,23,33,28.0
Jakarta Pusat,Siang,Hujan Lokal,65,95,80.0,23,33,28.0
Jakarta Selatan,Dini Hari,Hujan Lokal,65,95,80.0,23,33,28.0
Jakarta Selatan,Malam,Hujan Petir,65,95,80.0,23,33,28.0
Jakarta Selatan,Pagi,Hujan Lokal,65,95,80.0,23,33,28.0
Jakarta Selatan,Siang,Hujan Lokal,65,95,80.0,23,33,28.0
Jakarta Timur,Dini Hari,Hujan Lokal,65,95,80.0,23,33,28.0
Jakarta Timur,Malam,Hujan Lokal,65,95,80.0,23,33,28.0
Jakarta Timur,Pagi,Berawan Tebal,65,95,80.0,23,33,28.0
Jakarta Timur,Siang,Hujan Lokal,65,95,80.0,23,33,28.0
Jakarta Utara,Dini Hari,Hujan Lokal,65,95,80.0,23,33,28.0
Jakarta Utara,Malam,Hujan Lokal,65,95,80.0,23,33,28.0
Jakarta Utara,Pagi,Berawan Tebal,65,95,80.0,23,33,28.0
Jakarta Utara,Siang,Hujan Lokal,65,95,80.0,23,33,28.0
Kepulauan Seribu,Dini Hari,Hujan Lokal,65,95,80.0,23,33,28.0
Kepulauan Seribu,Malam,Hujan Lokal,65,95,80.0,23,33,28.0
Kepulauan Seribu,Pagi,Berawan Tebal,65,95,80.0,23,33,28.0
Kepulauan Seribu,Siang,Hujan Lokal,65,95,80.0,23,33,28.0
Jakarta Barat,Malam,Hujan Ringan,60,95,77.5,24,32,28.0
Jakarta Barat,Pagi,Berawan,60,95,77.5,24,32,28.0
Jakarta Barat,Siang,Hujan Sedang,60,95,77.5,24,32,28.0
Jakarta Pusat,Malam,Hujan Ringan,60,95,77.5,24,32,28.0
Jakarta Pusat,Pagi,Berawan,60,95,77.5,24,32,28.0
Jakarta Pusat,Siang,Hujan Ringan,60,95,77.5,24,32,28.0
Jakarta Selatan,Malam,Hujan Sedang,60,95,77.5,24,32,28.0
Jakarta Selatan,Pagi,Berawan,60,95,77.5,24,32,28.0
Jakarta Selatan,Siang,Hujan Sedang,60,95,77.5,24,32,28.0
Jakarta Timur,Malam,Hujan Ringan,60,95,77.5,24,32,28.0
Jakarta Timur,Pagi,Berawan,60,95,77.5,24,32,28.0
Jakarta Timur,Siang,Hujan Sedang,60,95,77.5,24,32,28.0
Jakarta Utara,Malam,Hujan Ringan,60,95,77.5,24,32,28.0
Jakarta Utara,Pagi,Berawan,60,95,77.5,24,32,28.0
Jakarta Utara,Siang,Hujan Ringan,60,95,77.5,24,32,28.0
Kepulauan Seribu,Malam,Hujan Ringan,60,95,77.5,24,32,28.0
Kepulauan Seribu,Pagi,Hujan Ringan,60,95,77.5,24,32,28.0
Kepulauan Seribu,Siang,Hujan Ringan,60,95,77.5,24,32,28.0
Jakarta Barat,Malam,Berawan,80,95,87.5,22,33,27.5
Jakarta Barat,Pagi,Hujan Ringan,80,95,87.5,22,33,27.5
Jakarta Barat,Siang,Hujan Ringan,80,95,87.5,22,33,27.5
Jakarta Pusat,Malam,Berawan,80,95,87.5,22,33,27.5
Jakarta Pusat,Pagi,Hujan Ringan,80,95,87.5,22,33,27.5
Jakarta Pusat,Siang,Hujan Ringan,80,95,87.5,22,33,27.5
Jakarta Selatan,Malam,Berawan,80,95,87.5,22,33,27.5
Jakarta Selatan,Pagi,Hujan Ringan,80,95,87.5,22,33,27.5
Jakarta Selatan,Siang,Hujan Ringan,80,95,87.5,22,33,27.5
Jakarta Timur,Malam,Berawan,80,95,87.5,22,33,27.5
Jakarta Timur,Pagi,Hujan Ringan,80,95,87.5,22,33,27.5
Jakarta Timur,Siang,Hujan Ringan,80,95,87.5,22,33,27.5
Jakarta Utara,Malam,Berawan,80,95,87.5,22,33,27.5
Jakarta Utara,Pagi,Hujan Ringan,80,95,87.5,22,33,27.5
Jakarta Utara,Siang,Hujan Ringan,80,95,87.5,22,33,27.5
Kepulauan Seribu,Malam,Cerah Berawan,80,95,87.5,22,33,27.5
Kepulauan Seribu,Pagi,Hujan Sedang,80,95,87.5,22,33,27.5
Kepulauan Seribu,Siang,Hujan Ringan,80,95,87.5,22,33,27.5
Jakarta Barat,Malam,Berawan,60,95,77.5,24,34,29.0
Jakarta Barat,Pagi,Berawan,60,95,77.5,24,34,29.0
Jakarta Barat,Siang,Berawan Tebal,60,95,77.5,24,34,29.0
Jakarta Pusat,Malam,Berawan,60,95,77.5,24,34,29.0
Jakarta Pusat,Pagi,Berawan Tebal,60,95,77.5,24,34,29.0
Jakarta Pusat,Siang,Berawan Tebal,60,95,77.5,24,34,29.0
Jakarta Selatan,Malam,Berawan,60,95,77.5,24,34,29.0
Jakarta Selatan,Pagi,Berawan,60,95,77.5,24,34,29.0
Jakarta Selatan,Siang,Berawan Tebal,60,95,77.5,24,34,29.0
Jakarta Timur,Malam,Berawan,60,95,77.5,24,34,29.0
Jakarta Timur,Pagi,Berawan,60,95,77.5,24,34,29.0
Jakarta Timur,Siang,Berawan Tebal,60,95,77.5,24,34,29.0
Jakarta Utara,Malam,Berawan,60,95,77.5,24,34,29.0
Jakarta Utara,Pagi,Berawan Tebal,60,95,77.5,24,34,29.0
Jakarta Utara,Siang,Berawan Tebal,60,95,77.5,24,34,29.0
Kepulauan Seribu,Malam,Hujan Ringan,60,95,77.5,24,34,29.0
Kepulauan Seribu,Pagi,Hujan Ringan,60,95,77.5,24,34,29.0
Kepulauan Seribu,Siang,Berawan Tebal,60,95,77.5,24,34,29.0
Jakarta Barat,Malam,Hujan Lokal,85,100,92.5,22,30,26.0
Jakarta Barat,Pagi,Hujan Lokal,85,100,92.5,22,30,26.0
Jakarta Barat,Siang,Hujan Petir,85,100,92.5,22,30,26.0
Jakarta Pusat,Malam,Berawan Tebal,85,100,92.5,22,30,26.0
Jakarta Pusat,Pagi,Hujan Lokal,85,100,92.5,22,30,26.0
Jakarta Pusat,Siang,Hujan Sedang,85,100,92.5,22,30,26.0
Jakarta Selatan,Malam,Hujan Lokal,85,100,92.5,22,30,26.0
Jakarta Selatan,Pagi,Hujan Lokal,85,100,92.5,22,30,26.0
Jakarta Selatan,Siang,Hujan Petir,85,100,92.5,22,30,26.0
Jakarta Timur,Malam,Berawan Tebal,85,100,92.5,22,30,26.0
Jakarta Timur,Pagi,Hujan Lokal,85,100,92.5,22,30,26.0
Jakarta Timur,Siang,Hujan Petir,85,100,92.5,22,30,26.0
Jakarta Utara,Malam,Berawan Tebal,85,100,92.5,22,30,26.0
Jakarta Utara,Pagi,Hujan Ringan,85,100,92.5,22,30,26.0
Jakarta Utara,Siang,Hujan Ringan,85,100,92.5,22,30,26.0
Kepulauan Seribu,Malam,Hujan Lokal,85,100,92.5,22,30,26.0
Kepulauan Seribu,Pagi,Hujan Lokal,85,100,92.5,22,30,26.0
Kepulauan Seribu,Siang,Hujan Ringan,85,100,92.5,22,30,26.0
Jakarta Barat,Malam,Cerah Berawan,60,100,80.0,22,33,27.5
Jakarta Barat,Pagi,Hujan Lokal,60,100,80.0,22,33,27.5
Jakarta Barat,Siang,Hujan Sedang,60,100,80.0,22,33,27.5
Jakarta Pusat,Malam,Cerah Berawan,60,100,80.0,22,33,27.5
Jakarta Pusat,Pagi,Berawan,60,100,80.0,22,33,27.5
Jakarta Pusat,Siang,Hujan Ringan,60,100,80.0,22,33,27.5
Jakarta Selatan,Malam,Cerah Berawan,60,100,80.0,22,33,27.5
Jakarta Selatan,Pagi,Hujan Lokal,60,100,80.0,22,33,27.5
Jakarta Selatan,Siang,Hujan Sedang,60,100,80.0,22,33,27.5
Jakarta Timur,Malam,Cerah Berawan,60,100,80.0,22,33,27.5
Jakarta Timur,Pagi,Berawan,60,100,80.0,22,33,27.5
Jakarta Timur,Siang,Hujan Ringan,60,100,80.0,22,33,27.5
Jakarta Utara,Malam,Cerah Berawan,60,100,80.0,22,33,27.5
Jakarta Utara,Pagi,Berawan,60,100,80.0,22,33,27.5
Jakarta Utara,Siang,Hujan Ringan,60,100,80.0,22,33,27.5
Kepulauan Seribu,Malam,Hujan Lokal,60,100,80.0,22,33,27.5
Kepulauan Seribu,Pagi,Hujan Petir,60,100,80.0,22,33,27.5
Kepulauan Seribu,Siang,Hujan Ringan,60,100,80.0,22,33,27.5
Jakarta Barat,Malam,Hujan Sedang,60,95,77.5,22,32,27.0
Jakarta Barat,Pagi,Berawan,60,95,77.5,22,32,27.0
Jakarta Barat,Siang,Hujan Sedang,60,95,77.5,22,32,27.0
Jakarta Pusat,Malam,Hujan Ringan,60,95,77.5,22,32,27.0
Jakarta Pusat,Pagi,Berawan,60,95,77.5,22,32,27.0
Jakarta Pusat,Siang,Hujan Ringan,60,95,77.5,22,32,27.0
Jakarta Selatan,Malam,Hujan Ringan,60,95,77.5,22,32,27.0
Jakarta Selatan,Pagi,Berawan,60,95,77.5,22,32,27.0
Jakarta Selatan,Siang,Hujan Sedang,60,95,77.5,22,32,27.0
Jakarta Timur,Malam,Hujan Ringan,60,95,77.5,22,32,27.0
Jakarta Timur,Pagi,Berawan,60,95,77.5,22,32,27.0
Jakarta Timur,Siang,Hujan Sedang,60,95,77.5,22,32,27.0
Jakarta Utara,Malam,Hujan Ringan,60,95,77.5,22,32,27.0
Jakarta Utara,Pagi,Berawan,60,95,77.5,22,32,27.0
Jakarta Utara,Siang,Hujan Ringan,60,95,77.5,22,32,27.0
Kepulauan Seribu,Malam,Hujan Ringan,60,95,77.5,22,32,27.0
Kepulauan Seribu,Pagi,Hujan Ringan,60,95,77.5,22,32,27.0
Kepulauan Seribu,Siang,Hujan Ringan,60,95,77.5,22,32,27.0
Jakarta Barat,Malam,Berawan Tebal,55,95,75.0,22,32,27.0
Jakarta Barat,Pagi,Berawan Tebal,55,95,75.0,22,32,27.0
Jakarta Barat,Siang,Hujan Sedang,55,95,75.0,22,32,27.0
Jakarta Pusat,Malam,Berawan Tebal,55,95,75.0,22,32,27.0
Jakarta Pusat,Pagi,Berawan Tebal,55,95,75.0,22,32,27.0
Jakarta Pusat,Siang,Hujan Sedang,55,95,75.0,22,32,27.0
Jakarta Selatan,Malam,Berawan Tebal,55,95,75.0,22,32,27.0
Jakarta Selatan,Pagi,Berawan,55,95,75.0,22,32,27.0
Jakarta Selatan,Siang,Hujan Ringan,55,95,75.0,22,32,27.0
Jakarta Timur,Malam,Berawan Tebal,55,95,75.0,22,32,27.0
Jakarta Timur,Pagi,Berawan,55,95,75.0,22,32,27.0
Jakarta Timur,Siang,Hujan Ringan,55,95,75.0,22,32,27.0
Jakarta Utara,Malam,Berawan Tebal,55,95,75.0,22,32,27.0
Jakarta Utara,Pagi,Hujan Ringan,55,95,75.0,22,32,27.0
Jakarta Utara,Siang,Hujan Petir,55,95,75.0,22,32,27.0
Kepulauan Seribu,Malam,Berawan Tebal,55,95,75.0,22,32,27.0
Kepulauan Seribu,Pagi,Hujan Ringan,55,95,75.0,22,32,27.0
Kepulauan Seribu,Siang,Hujan Sedang,55,95,75.0,22,32,27.0
Jakarta Barat,Malam,Hujan Sedang,60,95,77.5,22,32,27.0
Jakarta Barat,Pagi,Berawan,60,95,77.5,22,32,27.0
Jakarta Barat,Siang,Hujan Sedang,60,95,77.5,22,32,27.0
Jakarta Pusat,Malam,Hujan Ringan,60,95,77.5,22,32,27.0
Jakarta Pusat,Pagi,Berawan,60,95,77.5,22,32,27.0
Jakarta Pusat,Siang,Hujan Ringan,60,95,77.5,22,32,27.0
Jakarta Selatan,Malam,Hujan Ringan,60,95,77.5,22,32,27.0
Jakarta Selatan,Pagi,Berawan,60,95,77.5,22,32,27.0
Jakarta Selatan,Siang,Hujan Sedang,60,95,77.5,22,32,27.0
Jakarta Timur,Malam,Hujan Ringan,60,95,77.5,22,32,27.0
Jakarta Timur,Pagi,Berawan,60,95,77.5,22,32,27.0
Jakarta Timur,Siang,Hujan Sedang,60,95,77.5,22,32,27.0
Jakarta Utara,Malam,Hujan Ringan,60,95,77.5,22,32,27.0
Jakarta Utara,Pagi,Berawan,60,95,77.5,22,32,27.0
Jakarta Utara,Siang,Hujan Ringan,60,95,77.5,22,32,27.0
Kepulauan Seribu,Malam,Hujan Ringan,60,95,77.5,22,32,27.0
Kepulauan Seribu,Pagi,Hujan Ringan,60,95,77.5,22,32,27.0
Kepulauan Seribu,Siang,Hujan Ringan,60,95,77.5,22,32,27.0
Jakarta Barat,Malam,Hujan Lokal,65,90,77.5,22,33,27.5
Jakarta Barat,Pagi,Berawan Tebal,65,90,77.5,22,33,27.5
Jakarta Barat,Siang,Hujan Lokal,65,90,77.5,22,33,27.5
Jakarta Pusat,Malam,Berawan Tebal,65,90,77.5,22,33,27.5
Jakarta Pusat,Pagi,Berawan Tebal,65,90,77.5,22,33,27.5
Jakarta Pusat,Siang,Hujan Lokal,65,90,77.5,22,33,27.5
Jakarta Selatan,Malam,Hujan Ringan,65,90,77.5,22,33,27.5
Jakarta Selatan,Pagi,Hujan Lokal,65,90,77.5,22,33,27.5
Jakarta Selatan,Siang,Hujan Lokal,65,90,77.5,22,33,27.5
Jakarta Timur,Malam,Hujan Ringan,65,90,77.5,22,33,27.5
Jakarta Timur,Pagi,Hujan Lokal,65,90,77.5,22,33,27.5
Jakarta Timur,Siang,Hujan Lokal,65,90,77.5,22,33,27.5
Jakarta Utara,Malam,Berawan Tebal,65,90,77.5,22,33,27.5
Jakarta Utara,Pagi,Berawan Tebal,65,90,77.5,22,33,27.5
Jakarta Utara,Siang,Hujan Ringan,65,90,77.5,22,33,27.5
Kepulauan Seribu,Malam,Hujan Ringan,65,90,77.5,22,33,27.5
Kepulauan Seribu,Pagi,Hujan Ringan,65,90,77.5,22,33,27.5
Kepulauan Seribu,Siang,Hujan Ringan,65,90,77.5,22,33,27.5
Jakarta Barat,Malam,Hujan Ringan,75,90,82.5,21,33,27.0
Jakarta Barat,Pagi,Hujan Sedang,75,90,82.5,21,33,27.0
Jakarta Barat,Siang,Hujan Lokal,75,90,82.5,21,33,27.0
Jakarta Pusat,Malam,Hujan Ringan,75,90,82.5,21,33,27.0
Jakarta Pusat,Pagi,Hujan Sedang,75,90,82.5,21,33,27.0
Jakarta Pusat,Siang,Hujan Ringan,75,90,82.5,21,33,27.0
Jakarta Selatan,Malam,Hujan Ringan,75,90,82.5,21,33,27.0
Jakarta Selatan,Pagi,Hujan Ringan,75,90,82.5,21,33,27.0
Jakarta Selatan,Siang,Hujan Lokal,75,90,82.5,21,33,27.0
Jakarta Timur,Malam,Hujan Ringan,75,90,82.5,21,33,27.0
Jakarta Timur,Pagi,Hujan Sedang,75,90,82.5,21,33,27.0
Jakarta Timur,Siang,Hujan Ringan,75,90,82.5,21,33,27.0
Jakarta Utara,Malam,Hujan Sedang,75,90,82.5,21,33,27.0
Jakarta Utara,Pagi,Hujan Ringan,75,90,82.5,21,33,27.0
Jakarta Utara,Siang,Hujan Ringan,75,90,82.5,21,33,27.0
Kepulauan Seribu,Malam,Hujan Ringan,75,90,82.5,21,33,27.0
Kepulauan Seribu,Pagi,Hujan Sedang,75,90,82.5,21,33,27.0
Kepulauan Seribu,Siang,Hujan Lokal,75,90,82.5,21,33,27.0
Jakarta Barat,Malam,Berawan,55,95,75.0,21,32,26.5
Jakarta Barat,Pagi,Berawan,55,95,75.0,21,32,26.5
Jakarta Barat,Siang,Berawan,55,95,75.0,21,32,26.5
Jakarta Pusat,Malam,Berawan,55,95,75.0,21,32,26.5
Jakarta Pusat,Pagi,Berawan,55,95,75.0,21,32,26.5
Jakarta Pusat,Siang,Berawan Tebal,55,95,75.0,21,32,26.5
Jakarta Selatan,Malam,Berawan,55,95,75.0,21,32,26.5
Jakarta Selatan,Pagi,Berawan,55,95,75.0,21,32,26.5
Jakarta Selatan,Siang,Berawan,55,95,75.0,21,32,26.5
Jakarta Timur,Malam,Berawan,55,95,75.0,21,32,26.5
Jakarta Timur,Pagi,Berawan,55,95,75.0,21,32,26.5
Jakarta Timur,Siang,Berawan,55,95,75.0,21,32,26.5
Jakarta Utara,Malam,Hujan Lokal,55,95,75.0,21,32,26.5
Jakarta Utara,Pagi,Berawan Tebal,55,95,75.0,21,32,26.5
Jakarta Utara,Siang,Berawan Tebal,55,95,75.0,21,32,26.5
Kepulauan Seribu,Malam,Hujan Lokal,55,95,75.0,21,32,26.5
Kepulauan Seribu,Pagi,Hujan Lokal,55,95,75.0,21,32,26.5
Kepulauan Seribu,Siang,Hujan Lokal,55,95,75.0,21,32,26.5
Jakarta Barat,Dini Hari,Hujan Lokal,60,95,77.5,21,33,27.0
Jakarta Barat,Malam,Berawan,60,95,77.5,21,33,27.0
Jakarta Barat,Pagi,Berawan,60,95,77.5,21,33,27.0
Jakarta Barat,Siang,Berawan,60,95,77.5,21,33,27.0
Jakarta Pusat,Dini Hari,Hujan Lokal,60,95,77.5,21,33,27.0
Jakarta Pusat,Malam,Berawan,60,95,77.5,21,33,27.0
Jakarta Pusat,Pagi,Berawan,60,95,77.5,21,33,27.0
Jakarta Pusat,Siang,Berawan Tebal,60,95,77.5,21,33,27.0
Jakarta Selatan,Dini Hari,Hujan Lokal,60,95,77.5,21,33,27.0
Jakarta Selatan,Malam,Berawan,60,95,77.5,21,33,27.0
Jakarta Selatan,Pagi,Berawan,60,95,77.5,21,33,27.0
Jakarta Selatan,Siang,Berawan,60,95,77.5,21,33,27.0
Jakarta Timur,Dini Hari,Hujan Lokal,60,95,77.5,21,33,27.0
Jakarta Timur,Malam,Berawan,60,95,77.5,21,33,27.0
Jakarta Timur,Pagi,Berawan,60,95,77.5,21,33,27.0
Jakarta Timur,Siang,Berawan,60,95,77.5,21,33,27.0
Jakarta Utara,Dini Hari,Hujan Lokal,60,95,77.5,21,33,27.0
Jakarta Utara,Malam,Hujan Lokal,60,95,77.5,21,33,27.0
Jakarta Utara,Pagi,Berawan Tebal,60,95,77.5,21,33,27.0
Jakarta Utara,Siang,Berawan Tebal,60,95,77.5,21,33,27.0
Kepulauan Seribu,Dini Hari,Hujan Lokal,60,95,77.5,21,33,27.0
Kepulauan Seribu,Malam,Hujan Lokal,60,95,77.5,21,33,27.0
Kepulauan Seribu,Pagi,Hujan Lokal,60,95,77.5,21,33,27.0
Kepulauan Seribu,Siang,Hujan Lokal,60,95,77.5,21,33,27.0
Jakarta Barat,Dini Hari,Hujan Sedang,65,95,80.0,25,33,29.0
Jakarta Barat,Malam,Hujan Petir,65,95,80.0,25,33,29.0
Jakarta Barat,Pagi,Berawan Tebal,65,95,80.0,25,33,29.0
Jakarta Barat,Siang,Berawan,65,95,80.0,25,33,29.0
Jakarta Pusat,Dini Hari,Hujan Lokal,65,95,80.0,25,33,29.0
Jakarta Pusat,Malam,Berawan,65,95,80.0,25,33,29.0
Jakarta Pusat,Pagi,Hujan Lokal,65,95,80.0,25,33,29.0
Jakarta Pusat,Siang,Berawan,65,95,80.0,25,33,29.0
Jakarta Selatan,Dini Hari,Hujan Ringan,65,95,80.0,25,33,29.0
Jakarta Selatan,Malam,Berawan,65,95,80.0,25,33,29.0
Jakarta Selatan,Pagi,Hujan Lokal,65,95,80.0,25,33,29.0
Jakarta Selatan,Siang,Berawan,65,95,80.0,25,33,29.0
